,Unnamed: 0,Title,Genre,Network,Summary
772,772,Innocent Man,"['Melodrama', 'Romance']",KBS2,the drama is a melodrama which depicts the story of a man called kang ma roo song joong ki who has been hurt by a woman he loves called han jae hee park si yeon and how he continues his own life by using several women he sacrificed his well being for his girlfriend only to be dumped by her for another man then he sets off to take revenge on her with the help of his best friend he approaches seo eun gi moon chae won the daughter of the chaebol group executive in order to execute his revenge
773,773,Vampire Prosecutor (Season 2),"['Fantasy', 'Mystery', 'Comedy']",OCN,nan
774,774,The 3rd Hospital,['Medical'],tvN,the â€œthird hospitalâ€ story revolves on the competition between western and eastern medicine in the neurosurgery department of an alternative hospital it is koreaâ€™s first advanced medical drama and aims to conjure a new concept of drama genres in korea specifically that revolving on drama suspense
775,775,Glass Mask,['Melodrama'],tvN,this drama tell the story of a woman who her father is a murderer fake accusation she have to survive in difficult life and also plan her revenge
776,776,I Love You,"['Family', 'Romance']",SBS,title ì‚¬ëž‘í•´ ìš¸ì§€ë§ˆ  i love you donâ€™t cry also known as saranghae wooljima chinese title  æˆ‘çˆ±ä½ ï¼œä¸è¦å“­ genre romance family episodes 132 broadcast network mbc broadcast period 2008nov17 to 2009may22 air time mondays to fridays 2015synopsis han young min lee jung jin and min seo young oh seung hyun were engaged to be married however young minâ€™s ex jae hee kim yoo mi dumped their son jun on him seo young broke up with young min afterwards because young min refused to send his son back to his mother jo min soo lee yoo ri befriends young min and helps young min adjust to his new life with his son young min and mi soo soon realize their feelings for each other and plan to marry however there are obstacles in their waycast jo familylee yu ri as jo mi soo kim chang sook as moon soo ja mi sooâ€™s mother kim young jae as jo tae sup mi sooâ€™s older brother kim hyun jung as kim hyun joo tae supâ€™s wife lee ah hyun as jo mi sun mi sooâ€™s older sister kim mi sook as moon shin ja mi sooâ€™s aunt kang boo ja as in young soon mi sooâ€™s grandmother park yoo sun as yoon mi mi sunâ€™s 7 years old daughter kim hwan hee as yoon ji mi sunâ€™s 5 years old daughterhan familylee jung jin as han young min lee soon jae as han kyu il young minâ€™s grandfather kim mi kyung as han young ok young minâ€™s aunt maeng sang hoon as bae dae sung young minâ€™s uncle inlaw kim jin seong as han joon young minâ€™s 6 years old sonmin familyoh seung hyun as min seo young park young ji as seo youngâ€™s father  as seo youngâ€™s motherjang familylee sang yoon as jang hyun woo lee mi young as hyun wooâ€™s mother choi sang hoon as hyun wooâ€™s fatherother peoplejang young nam as oh jung young minâ€™s colleague lee shi hwan as park hee jun seo youngâ€™s friend kim yoo mi as jae hee junâ€™s mother  young minâ€™s exgirlfriend marco as pablo male from nepal foreigner laborer ryu si hyun as yoo in young young minâ€™s college friend park ji woo as sung hoon kim jin sung as joonproduction credits director kim sa hyun lee dong yoon screenwriter park jung ran producer lee dae youngposter  official siteshare thisclick to share on facebook opens in new windowclick to share on twitter opens in new window
777,777,Kingâ€™s Dream,['Historical'],,nan
778,778,Panda and Hedgehog,"['Romance', 'Comedy']",Channel A,go seung ji lee dong hae is a patissier who has been an orphan since young and behaviour like a porcupinehe then meets and fall in love with an easygoing lady called pan da yang yoon seung ah who is the owner of â€˜cafe pandaâ€™
779,779,May Queen,"['Romance', 'Melodrama']",MBC,a story about characters related to shipschun hae joo han ji hye is a woman who pulls herself up from a harsh life and makes a name for herself in the shipbuilding industrypark chang hee jae hee and kang san kim jae won are the two men who war for her love
780,780,Five Fingers,"['Romance', 'Musical', 'Melodrama']",SBS,â€œfive fingersâ€ is about young people who each have their own tragedies to overcome and achieve their dreamsyoo ji ho joo ji hoon is a genius pianist with perfect pitch in the show while he overcomes a tragic past and childhood scars to chase his dream he gets caught up in a bitter rivalry with the rich successor to a corporation
781,781,The Thousandth Man,"['Fantasy', 'Melodrama', 'Comedy', '\u3000Romance', 'Sitcom']",MBC,a drama about a gumiho goo mi jin kang ye won that has to eat the livers of 1000 men in order to become human the ninetailed fox canâ€™t just eat any liver though she has to get the men to fall in love with her first she has devoured the livers from 999 men she tries to get one more manâ€™s liver who really likes the fox with nine tails
782,782,Natural Burials,['Horror'],MBN,a woman who witnesses her fiance get brutally murdered by a psychopath who loves her after that she has short term amnesia and lives with delusion
783,783,Ma Boy,"['Romance', 'Comedy', 'Youth']",Tooniverse,the first high teen drama presented by tooniversegeu rim kim so hyun is a student at an arts high school who dreams of becoming a pop singer at school she gets a new roommate irene sun woong whoâ€™s actually a boy irenaâ€™s persona is a pretty female cf star and his actual name is hyun woo
784,784,To the Beautiful You,"['Romance', 'Comedy']",SBS,this drama is based on hisaya nakajoâ€˜s manga series â€œhana kimiâ€œ which was published by hakusensha from 1996 to 2004the series centers on goo joo hee choi seol ri a korean girl who lives in the united states one day she sees a track and field competition on tv and becomes attracted to one of the high jump competitors kang tae joon min ho she begins to idolize the young athlete and eventually transfers to korea to attend the same school that tae joon attends after he suffers an accident that could potentially end his career however tae joon attends an allboys high school and jae hee must disguise herself as a boy to enter
