,Title,Wiki Summary,Wiki Tags,Genre,Network,Summary
1198,Swallow the Sun,"Swallow the Sun (Hangul: 태양을 삼켜라; RR: Taeyangeul Samkyeora) is a 2009 South Korean television series starring Ji Sung, Sung Yu-ri, Lee Wan and Jun Kwang-ryul. It aired on SBS from July 9 to October 1, 2009 on Wednesdays and Thursdays at 21:55 for 25 episodes.","['2009 South Korean television series debuts', '2009 South Korean television series endings', 'Articles containing Japanese-language text', 'Articles containing Korean-language text', 'Articles containing Thai-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'CS1 maint: Archived copy as title', 'CS1 uses Korean-language script (ko)', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Screenplays by Choi Wan-kyu', 'Seoul Broadcasting System television dramas', 'South Korean action television series', 'South Korean romance television series', 'Television programs based on South Korean novels']","['Romance', 'Action']",SBS,"“Swallow the Sun” revolves around three young people in Jeju Island and how they develop Seogwipo, Jeju into a world city.</p><p>Kim Jung Woo (Ji Sung) is the illegitimate child of a gangster father and a haenyeo (a traditional freediver) mother. He was raised in an orphanage and soon developed a rebellious temperament.</p><p>Lee Soo Hyun (Sung Yu Ri) has a strong will and is focused on achieving her goals. She overcame many unfortunate situations in her life to first study overseas and then become the organizer for a world famous performance team.</p><p>Jang Tae Hyuk (Lee Wan) was raised without ever knowing his father. After he entered adulthood, Tae-hyeok meets Jun Kwang Ryul (Jang Min Ho), a wealthy businessman, who claims to be his father. This changes Tae-hyeok’s life entirely as he now works to excel in business management."
1199,Into the Flames,"Into the Flames (Hangul: 불꽃 속으로; RR: Bulkkot Sogeuro) is a 2014 South Korean television series. It aired on cable channel TV Chosun on Fridays and Saturdays at 23:00 for 20 episodes from April 25 to June 28, 2014.","['2010s South Korean television series', '2014 South Korean television series debuts', '2014 South Korean television series endings', 'All stub articles', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'CS1 Korean-language sources (ko)', 'CS1 uses Korean-language script (ko)', 'Chosun Broadcasting Company television dramas', 'HanCinema film ID same as Wikidata', 'Television program stubs']","['Melodrama', 'Historical', 'Family', 'Romance']",CSTV,"A story about the love, loyalty and sacrifice among people who create success overcoming despair and poverty after colonial era and the Korean War.</p><p>The story is based on the life of <a href=""http://en.wikipedia.org/wiki/Park_Tae-Joon"" target=""_blank"">Park Tae Joon</a> (<a href=""http://star.koreandrama.org/?p=579"" target=""_blank"">Choi Soo Jong</a>) who was the founder and honorary chairman of <a href=""http://en.wikipedia.org/wiki/POSCO"" target=""_blank"">‘Pohang Iron and Steel Company’</a>."
1200,Running,"South Korea, officially the Republic of Korea (ROK), is a country in East Asia, constituting the southern part of the Korean Peninsula and lying to the east of the Asian mainland. The name Korea is derived from Goguryeo which was one of the great powers in East Asia during its time, ruling most of the Korean Peninsula, Manchuria, parts of the Russian Far East and Inner Mongolia, under Gwanggaeto the Great. South Korea lies in the north temperate zone and has a predominantly mountainous terrain. It comprises an estimated 51.4 million residents distributed over 100,363 km2 (38,750 sq mi). Its capital and largest city is Seoul, with a population of around 10 million.
Archaeology indicates that the Korean Peninsula was inhabited by early humans starting from the Lower Paleolithic period (2.6 Ma–300 Ka). The history of Korea begins with the foundation of Gojoseon in 2333 BCE by the mythic king Dangun, but no archaeological evidence and writing was found from this period. The Gija Joseon was purportedly founded in 11th century BCE, and its existence and role has been controversial in the modern era. The written historical record on Gojoseon (Old Joseon) was first mentioned in Chinese records in the early 7th century BCE. Following the unification of the Three Kingdoms of Korea under Unified Silla in CE 668, Korea was subsequently ruled by the Goryeo dynasty (918–1392) and the Joseon dynasty (1392–1910). It was annexed by the Empire of Japan in 1910. At the end of World War II, Korea was divided into Soviet and U.S. zones of occupations. A separate election was held in the U.S. zone in 1948 which led to the creation of the Republic of Korea (ROK), while the Democratic People's Republic of Korea (DPRK) was established in the Soviet zone. The United Nations at the time passed a resolution declaring the ROK to be the only lawful government in Korea.The Korean War began in June 1950 when forces from North Korea invaded South Korea. The war lasted three years and involved the U.S., China, the Soviet Union and several other nations. The border between the two nations remains the most heavily fortified in the world. Under long-time military leader Park Chung-hee, the South Korean economy grew significantly and the country was transformed into a G-20 major economy. Military rule ended in 1987, and the country is now a presidential republic consisting of 17 administrative divisions.
South Korea is a highly developed country and a high-income economy, with a ""very high"" Human Development Index, ranking 22nd in the world. The country is considered a regional power and is the world's 11th largest economy by nominal GDP and the 12th largest by PPP as of 2010. South Korea is a global leader in the industrial and technological sectors, being the world's 5th largest exporter and 8th largest importer. Its export-driven economy primarily focuses production on electronics, automobiles, ships, machinery, petrochemicals and robotics. South Korea is a member of the ASEAN Plus mechanism, the United Nations, Uniting for Consensus, G20, the WTO and OECD and is a founding member of APEC and the East Asia Summit.","['1948 establishments in South Korea', 'All Wikipedia articles in need of updating', 'All articles containing potentially dated statements', 'All articles with dead external links', 'All articles with self-published sources', 'All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles containing Korean-language text', 'Articles containing potentially dated statements from 2005', 'Articles containing potentially dated statements from 2010', 'Articles containing potentially dated statements from 2016', 'Articles containing potentially dated statements from 2018', 'Articles containing potentially dated statements from May 2009', 'Articles with Curlie links', 'Articles with French-language external links', 'Articles with Korean-language external links', 'Articles with dead external links from April 2017', 'Articles with dead external links from February 2009', 'Articles with dead external links from July 2017', 'Articles with hAudio microformats', 'Articles with obsolete information from March 2012', 'Articles with permanently dead external links', 'Articles with self-published sources from December 2017', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from May 2012', 'Articles with unsourced statements from June 2018', 'CS1 Chinese-language sources (zh)', 'CS1 Korean-language sources (ko)', 'CS1 maint: BOT: original-url status unknown', 'CS1 uses Chinese-language script (zh)', 'CS1 uses Korean-language script (ko)', 'Coordinates on Wikidata', 'East Asian countries', 'G20 nations', 'Korea', 'Korean-speaking countries and territories', 'Member states of the United Nations', 'Northeast Asian countries', 'Official website different in Wikidata and Wikipedia', 'Pages using infobox country or infobox former country with the symbol caption or type parameters', 'Republics', 'South Korea', 'States and territories established in 1948', 'Use mdy dates from November 2017', 'Webarchive template wayback links', 'Webarchive template webcite links', 'Wikipedia articles incorporating text from the World Factbook', 'Wikipedia articles with BNF identifiers', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with ISNI identifiers', 'Wikipedia articles with LCCN identifiers', 'Wikipedia articles with MusicBrainz area identifiers', 'Wikipedia articles with NARA identifiers', 'Wikipedia articles with NDL identifiers', 'Wikipedia articles with NKC identifiers', 'Wikipedia articles with SUDOC identifiers', 'Wikipedia articles with VIAF identifiers', 'Wikipedia articles with WorldCat-VIAF identifiers', 'Wikipedia indefinitely semi-protected pages']","['Sports', 'drama']",MBC,"This heartwarming youth drama tells the story of Dae Gu, a young man who had to give up sports due to his painful past but discovers a passion for running, as well as friendship and love in his new acquaintances."
1201,Special Labor Inspector Jo,"Special Labor Inspector (Hangul: 특별근로감독관 조장풍; RR: Teukbyeolgeunrogamdokgwan Jo Jang-pung; lit. Special Labor Inspector Jo Jang-poong) is a South Korean television series starring Kim Dong-wook, Park Se-young, Ryu Deok-hwan and Kim Kyung-nam. It premiered on April 8, 2019 on MBC TV.

","['2010s South Korean television series', '2019 South Korean television series debuts', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with short description', 'CS1 Korean-language sources (ko)', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Munhwa Broadcasting Corporation television dramas', 'Official website not in Wikidata', 'South Korean action television series', 'South Korean comedy television series']","['Action', 'Comedy']",MBC,It follows the story of a civil servant who is appointed as a labor inspector in the Ministry of Employment and Labor.
1202,Lucky Romance,"Lucky Romance (Hangul: 운빨로맨스; RR: Unppal Romaenseu) is a 2016 South Korean television series based on the webtoon of the same name published in 2014 on Naver, starring Hwang Jung-eum and Ryu Jun-yeol. It aired on Wednesdays and Thursdays at 22:00 on MBC from May 25 to July 14, 2016.","['2010s South Korean television series', '2016 South Korean television series debuts', '2016 South Korean television series endings', 'Album infoboxes lacking a cover', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Articles with hAudio microformats', 'CS1 Korean-language sources (ko)', 'HanCinema drama ID not in Wikidata', 'Interlanguage link template link number', 'Korean-language television programs', 'Munhwa Broadcasting Corporation television dramas', 'South Korean romantic comedy television series', 'Television programs based on South Korean webtoons']","['Romance', 'Comedy']",MBC,"Based on webcomic “<a href=""http://comic.naver.com/webtoon/list.nhn?titleId=613933"" target=""_blank"">운빨로맨스 / Lucky Romance</a>” by Kim Dal Nim (김달님) which was published from 2014-Feb-15 to 2014-Nov-22.</p><p>This drama is about superstitious woman who tries to change her foretold fate by seducing a virgin and nerd guy.</p><p>Shim Bo Nui (<a href=""http://star.koreandrama.org/hwang-jung-eum/"" target=""_blank"">Hwang Jung Eum</a>) is a superstitious woman who relies too much in fortune-telling because of repeated misfortunes that befall her in the past. One day she gets to know that if she doesn’t sleep with a virgin man born in 1986 (year of tiger), she will die soon. She then meets an incredibly stingy guy Je Soo Ho (<a href=""http://star.koreandrama.org/ryu-joon-yul/"" target=""_blank"">Ryu Joon Yul</a>). Bo Nui learns that he matches the conditions set forth by the fortune teller and sets out to seduce him. Unfortunately for her, Soo Ho is a nerd CEO of a game company who trusts only in logical and scientific things."
1203,Producer,"South Korea, officially the Republic of Korea (ROK), is a country in East Asia, constituting the southern part of the Korean Peninsula and lying to the east of the Asian mainland. The name Korea is derived from Goguryeo which was one of the great powers in East Asia during its time, ruling most of the Korean Peninsula, Manchuria, parts of the Russian Far East and Inner Mongolia, under Gwanggaeto the Great. South Korea lies in the north temperate zone and has a predominantly mountainous terrain. It comprises an estimated 51.4 million residents distributed over 100,363 km2 (38,750 sq mi). Its capital and largest city is Seoul, with a population of around 10 million.
Archaeology indicates that the Korean Peninsula was inhabited by early humans starting from the Lower Paleolithic period (2.6 Ma–300 Ka). The history of Korea begins with the foundation of Gojoseon in 2333 BCE by the mythic king Dangun, but no archaeological evidence and writing was found from this period. The Gija Joseon was purportedly founded in 11th century BCE, and its existence and role has been controversial in the modern era. The written historical record on Gojoseon (Old Joseon) was first mentioned in Chinese records in the early 7th century BCE. Following the unification of the Three Kingdoms of Korea under Unified Silla in CE 668, Korea was subsequently ruled by the Goryeo dynasty (918–1392) and the Joseon dynasty (1392–1910). It was annexed by the Empire of Japan in 1910. At the end of World War II, Korea was divided into Soviet and U.S. zones of occupations. A separate election was held in the U.S. zone in 1948 which led to the creation of the Republic of Korea (ROK), while the Democratic People's Republic of Korea (DPRK) was established in the Soviet zone. The United Nations at the time passed a resolution declaring the ROK to be the only lawful government in Korea.The Korean War began in June 1950 when forces from North Korea invaded South Korea. The war lasted three years and involved the U.S., China, the Soviet Union and several other nations. The border between the two nations remains the most heavily fortified in the world. Under long-time military leader Park Chung-hee, the South Korean economy grew significantly and the country was transformed into a G-20 major economy. Military rule ended in 1987, and the country is now a presidential republic consisting of 17 administrative divisions.
South Korea is a highly developed country and a high-income economy, with a ""very high"" Human Development Index, ranking 22nd in the world. The country is considered a regional power and is the world's 11th largest economy by nominal GDP and the 12th largest by PPP as of 2010. South Korea is a global leader in the industrial and technological sectors, being the world's 5th largest exporter and 8th largest importer. Its export-driven economy primarily focuses production on electronics, automobiles, ships, machinery, petrochemicals and robotics. South Korea is a member of the ASEAN Plus mechanism, the United Nations, Uniting for Consensus, G20, the WTO and OECD and is a founding member of APEC and the East Asia Summit.","['1948 establishments in South Korea', 'All Wikipedia articles in need of updating', 'All articles containing potentially dated statements', 'All articles with dead external links', 'All articles with self-published sources', 'All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles containing Korean-language text', 'Articles containing potentially dated statements from 2005', 'Articles containing potentially dated statements from 2010', 'Articles containing potentially dated statements from 2016', 'Articles containing potentially dated statements from 2018', 'Articles containing potentially dated statements from May 2009', 'Articles with Curlie links', 'Articles with French-language external links', 'Articles with Korean-language external links', 'Articles with dead external links from April 2017', 'Articles with dead external links from February 2009', 'Articles with dead external links from July 2017', 'Articles with hAudio microformats', 'Articles with obsolete information from March 2012', 'Articles with permanently dead external links', 'Articles with self-published sources from December 2017', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from May 2012', 'Articles with unsourced statements from June 2018', 'CS1 Chinese-language sources (zh)', 'CS1 Korean-language sources (ko)', 'CS1 maint: BOT: original-url status unknown', 'CS1 uses Chinese-language script (zh)', 'CS1 uses Korean-language script (ko)', 'Coordinates on Wikidata', 'East Asian countries', 'G20 nations', 'Korea', 'Korean-speaking countries and territories', 'Member states of the United Nations', 'Northeast Asian countries', 'Official website different in Wikidata and Wikipedia', 'Pages using infobox country or infobox former country with the symbol caption or type parameters', 'Republics', 'South Korea', 'States and territories established in 1948', 'Use mdy dates from November 2017', 'Webarchive template wayback links', 'Webarchive template webcite links', 'Wikipedia articles incorporating text from the World Factbook', 'Wikipedia articles with BNF identifiers', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with ISNI identifiers', 'Wikipedia articles with LCCN identifiers', 'Wikipedia articles with MusicBrainz area identifiers', 'Wikipedia articles with NARA identifiers', 'Wikipedia articles with NDL identifiers', 'Wikipedia articles with NKC identifiers', 'Wikipedia articles with SUDOC identifiers', 'Wikipedia articles with VIAF identifiers', 'Wikipedia articles with WorldCat-VIAF identifiers', 'Wikipedia indefinitely semi-protected pages']","['Romance', 'Comedy']",KBS2,"A drama showing behind the scenes of what happens on a variety show!</p><p>Baek Seung Chan (<a href=""http://star.koreandrama.org/kim-soo-hyun-actor/"" target=""_blank"">Kim Soo Hyun</a>) stars as a variety show PD who needs to make the next big hit. He costars with Cindy (<a href=""http://star.koreandrama.org/lee-ji-eun/"" target=""_blank"">IU</a>), who plays a pop star, Tak Ye Ji (<a href=""http://star.koreandrama.org/gong-hyo-jin/"" target=""_blank"">Gong Hyo Jin</a>) as a music show PD, and Ra Joon Mo (<a href=""http://star.koreandrama.org/cha-tae-hyun/"" target=""_blank"">Cha Tae Hyun</a>) as another veteran variety show PD. (<a href=""http://www.dramafever.com/drama/4670/Producers/"" target=""_blank"">Source)</a>"
1204,"Useora Donghaeya / Smile, Dong Hae",NaN,NaN,['Family'],,"Dong Hae was raised in America by his beautiful but unmarried and mentally deficient mother, Anna Laker, who was adopted there. He goes to Korea for a short-track skating competition and brings his mother along in secret, arranging for her to be picked up at the airport by his girlfriend, Yoon Sae Wa, an ambitious TV announcer who harbours a secret disdain for Anna’s disability. Dong Hae meets Bong Yi, a poor assistant chef, when Sae Wa prioritizes her job and sends her to meet Anna instead. After Sae Wa later betrays him, Dong Hae begins to search for his father, creating a new family and finding new romance along the way."
1205,Love Again,"South Korea, officially the Republic of Korea (ROK), is a country in East Asia, constituting the southern part of the Korean Peninsula and lying to the east of the Asian mainland. The name Korea is derived from Goguryeo which was one of the great powers in East Asia during its time, ruling most of the Korean Peninsula, Manchuria, parts of the Russian Far East and Inner Mongolia, under Gwanggaeto the Great. South Korea lies in the north temperate zone and has a predominantly mountainous terrain. It comprises an estimated 51.4 million residents distributed over 100,363 km2 (38,750 sq mi). Its capital and largest city is Seoul, with a population of around 10 million.
Archaeology indicates that the Korean Peninsula was inhabited by early humans starting from the Lower Paleolithic period (2.6 Ma–300 Ka). The history of Korea begins with the foundation of Gojoseon in 2333 BCE by the mythic king Dangun, but no archaeological evidence and writing was found from this period. The Gija Joseon was purportedly founded in 11th century BCE, and its existence and role has been controversial in the modern era. The written historical record on Gojoseon (Old Joseon) was first mentioned in Chinese records in the early 7th century BCE. Following the unification of the Three Kingdoms of Korea under Unified Silla in CE 668, Korea was subsequently ruled by the Goryeo dynasty (918–1392) and the Joseon dynasty (1392–1910). It was annexed by the Empire of Japan in 1910. At the end of World War II, Korea was divided into Soviet and U.S. zones of occupations. A separate election was held in the U.S. zone in 1948 which led to the creation of the Republic of Korea (ROK), while the Democratic People's Republic of Korea (DPRK) was established in the Soviet zone. The United Nations at the time passed a resolution declaring the ROK to be the only lawful government in Korea.The Korean War began in June 1950 when forces from North Korea invaded South Korea. The war lasted three years and involved the U.S., China, the Soviet Union and several other nations. The border between the two nations remains the most heavily fortified in the world. Under long-time military leader Park Chung-hee, the South Korean economy grew significantly and the country was transformed into a G-20 major economy. Military rule ended in 1987, and the country is now a presidential republic consisting of 17 administrative divisions.
South Korea is a highly developed country and a high-income economy, with a ""very high"" Human Development Index, ranking 22nd in the world. The country is considered a regional power and is the world's 11th largest economy by nominal GDP and the 12th largest by PPP as of 2010. South Korea is a global leader in the industrial and technological sectors, being the world's 5th largest exporter and 8th largest importer. Its export-driven economy primarily focuses production on electronics, automobiles, ships, machinery, petrochemicals and robotics. South Korea is a member of the ASEAN Plus mechanism, the United Nations, Uniting for Consensus, G20, the WTO and OECD and is a founding member of APEC and the East Asia Summit.","['1948 establishments in South Korea', 'All Wikipedia articles in need of updating', 'All articles containing potentially dated statements', 'All articles with dead external links', 'All articles with self-published sources', 'All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles containing Korean-language text', 'Articles containing potentially dated statements from 2005', 'Articles containing potentially dated statements from 2010', 'Articles containing potentially dated statements from 2016', 'Articles containing potentially dated statements from 2018', 'Articles containing potentially dated statements from May 2009', 'Articles with Curlie links', 'Articles with French-language external links', 'Articles with Korean-language external links', 'Articles with dead external links from April 2017', 'Articles with dead external links from February 2009', 'Articles with dead external links from July 2017', 'Articles with hAudio microformats', 'Articles with obsolete information from March 2012', 'Articles with permanently dead external links', 'Articles with self-published sources from December 2017', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from May 2012', 'Articles with unsourced statements from June 2018', 'CS1 Chinese-language sources (zh)', 'CS1 Korean-language sources (ko)', 'CS1 maint: BOT: original-url status unknown', 'CS1 uses Chinese-language script (zh)', 'CS1 uses Korean-language script (ko)', 'Coordinates on Wikidata', 'East Asian countries', 'G20 nations', 'Korea', 'Korean-speaking countries and territories', 'Member states of the United Nations', 'Northeast Asian countries', 'Official website different in Wikidata and Wikipedia', 'Pages using infobox country or infobox former country with the symbol caption or type parameters', 'Republics', 'South Korea', 'States and territories established in 1948', 'Use mdy dates from November 2017', 'Webarchive template wayback links', 'Webarchive template webcite links', 'Wikipedia articles incorporating text from the World Factbook', 'Wikipedia articles with BNF identifiers', 'Wikipedia articles with GND identifiers', 'Wikipedia articles with ISNI identifiers', 'Wikipedia articles with LCCN identifiers', 'Wikipedia articles with MusicBrainz area identifiers', 'Wikipedia articles with NARA identifiers', 'Wikipedia articles with NDL identifiers', 'Wikipedia articles with NKC identifiers', 'Wikipedia articles with SUDOC identifiers', 'Wikipedia articles with VIAF identifiers', 'Wikipedia articles with WorldCat-VIAF identifiers', 'Wikipedia indefinitely semi-protected pages']",['Romance'],jTBC,"This drama is also known as the korean version of Japanese Drama ‘<a href=""http://ja.wikipedia.org/wiki/%E5%90%8C%E7%AA%93%E4%BC%9A%E3%80%9C%E3%83%A9%E3%83%96%E3%83%BB%E3%82%A2%E3%82%B2%E3%82%A4%E3%83%B3%E7%97%87%E5%80%99%E7%BE%A4"" target=""_blank"">同窓会/Love Again Shokogun/Dosokai/ラブ・アゲイン症候群</a>‘ by <a href=""http://en.wikipedia.org/wiki/Hitomi_Kuroki"" target=""_blank"">Kuroki Hitomi</a> which is Broadcasted on 2010-Apr-22.</p><p>Housewife Ji Hyun (<a href=""http://star.koreandrama.org/?p=352"" target=""_blank"">Kim Ji Soo</a>)’s husband out of a job, life has been difficult for Ji Hyun lately so she decided to attend her class reunion party to cheer herself up, where she hopes to meet old friends. At the party, she reunite with her old friends after 30 years and getting know how their friend’s life…"
1206,Dangdolhan Yeoja / Daring Women,"Daring Women (Hangul: 당돌한 여자; RR: Dangdolhan Yeoja) is a 2010 South Korean television series starring Lee Yoo-ri, Lee Chang-hoon, Seo Ji-young, and Lee Joong-moon. The morning soap opera aired on SBS on Mondays to Fridays at 8:40 a.m. from March 2 to July 30, 2010 for 105 episodes.

","['2000s South Korean television series', '2010 South Korean television series debuts', '2010 South Korean television series endings', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'HanCinema film ID same as Wikidata', 'Korean-language television programs', 'Seoul Broadcasting System television dramas', 'Television series by Pan Entertainment']","['Drama', 'Romance']",SBS,"Ji Soon Young loses her husband, Wang Se Joon, in a tragic accident. She is left alone to take care of their adopted daughter. She meets and falls in love with Han Kyu Jin, who just happens to be the father-in-law to her former sister-in law, Wang Se Bin. Their lives changes when Soon Young marries Kyu Jin and becomes Se Bin’s mother-in-law. They have to adjust to their new roles in their family and at the same time try to get along with each other."
1207,"Coffee, Please","Coffee, Do Me a Favor (Hangul: 커피야, 부탁해; RR: Keopiya, Bootakhae; lit. Coffee, Please) is a 2018 South Korean television series starring Yong Jun-hyung, Kim Min-young and Chae Seo-jin. It premiered on December 1, 2018 and airs on Channel A's Saturdays and Sundays at 19:40 KST time slot.","['2010s South Korean television series', '2018 South Korean television series debuts', 'Articles containing Korean-language text', 'Articles with Korean-language external links', 'Beauty', 'Body image in popular culture', 'CS1 Korean-language sources (ko)', 'Channel A television dramas', 'HanCinema drama ID not in Wikidata', 'Korean-language television programs', 'Official website not in Wikidata', 'South Korean fantasy television series', 'South Korean romance television series', 'South Korean romantic comedy television series']","['Romance', 'Fantasy']",Channel A,"This drama is about a pretty, overweight woman who, after sipping on a cup of magic coffee, becomes a beauty, and a handsome man who doesn’t believe in love.</p><p>Im Hyun Woo (<a href=""https://star.koreandrama.org/yong-joon-hyung/"" rel=""noopener"" target=""_blank"">Yong Joon Hyung</a>) is a webtoon writer. He is popular and handsome, but he is not nice to people and also does not believe in love. His trainee is Lee Seul Bi (<a href=""https://star.koreandrama.org/kim-min-young/"" rel=""noopener"" target=""_blank"">Kim Min Young</a>). She is cute and chubby. Seul Bi has had a crush on Hyun Woo for a long time. Yet, she has never told Hyun Woo about her feelings. One day, Seul Bi drinks coffee and she suddenly finds herself changed into a beautiful woman. She names herself Oh Go Woon (<a href=""https://star.koreandrama.org/chae-seo-jin/"" rel=""noopener"" target=""_blank"">Chae Seo Jin</a>)."
1208,Sign,"Road signs in South Korea are regulated by the Korean Road Traffic Authority (Korean: 도로교통안전공단).
Signs indicating dangers are triangular with a red border, yellow background and black pictograms, similar to Road signs in Greece. Mandatory instructions are white on a blue background, prohibitions are black on a white background with a red border, and supplementary information signs are rectangular with black text on a white background. Like other countries, the signs use pictograms to display their meaning. Any text included in signs will normally be in Korean and English. Signs are normally placed 1 to 2.1 meters high.
South Korean road signs depict people with realistic (as opposed to stylized) silhouettes.
Road signs in South Korea closely followed Japanese and European rules on road signs until 1970s.
South Korea signed the Vienna Convention on Road Signs and Signals but has yet to ratify the Convention.","['Articles containing Korean-language text', 'CS1 maint: Archived copy as title', 'Commons category link is on Wikidata', 'Road signs by country']","['Medical', 'mystery', 'romance']",SBS,"A medical investigation drama about forensic doctors solving murder cases. Go Da Kyung is an eager rookie investigator who gets paired with the famous forensic doctor, Yoon Ji Hoon. They initially clash due to their different styles of investigation as well as their opposing personalities – Da Kyung’s energetic nature is a source of irritation for the prickly Ji Hoon – but later develop a complex relationship as the two strive to uncover the truth through science."
